"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL476838";"";"None";"432.49";"0";"3.94";"32, VK-1";"COc1c(OCCF)cccc1C(O)C1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL961039";"Inhibition of human cloned 5HT5A receptor by competitive binding experiment";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153452";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10000.0"
"CHEMBL490633";"";"None";"417.52";"0";"4.04";"54";"COc1ccc(CCN2CCC(C(O)c3cccc(OCCF)c3OC)CC2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL961039";"Inhibition of human cloned 5HT5A receptor by competitive binding experiment";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153452";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10000.0"
"CHEMBL489408";"";"None";"415.51";"0";"4.19";"52";"COc1ccc(CCN2CCC(C(=O)c3cccc(OCCF)c3OC)CC2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL961039";"Inhibition of human cloned 5HT5A receptor by competitive binding experiment";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153452";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10000.0"
"CHEMBL433352";"";"None";"449.34";"0";"3.51";"4";"CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]c(I)c(c34)C[C@H]2N(C)C1";"Ki";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL618085";"Binding affinity for rodent 5-hydroxytryptamine 5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145819";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"10.0"
"CHEMBL126897";"";"None";"389.33";"1";"5.31";"27";"Cn1c2c(c3ccccc31)CN(CCCOc1ccc(Cl)c(Cl)c1)CC2";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"17.21";"0.35";"1.39";"38.50";"0";"CHEMBL620717";"Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145074";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"200.0"
"CHEMBL129476";"";"None";"332.45";"0";"4.20";"5";"Cn1c2c(c3ccccc31)CN(CCCC(=O)c1ccccc1)CC2";"Ki";"'='";"168.0";"nM";"6.78";"";"";"UO_0000065";"20.38";"0.37";"2.57";"26.84";"0";"CHEMBL620717";"Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145074";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"168.0"
"CHEMBL128184";"";"None";"368.45";"0";"4.15";"33";"COc1cccc2c3c(n(C)c12)CCN(CCCOc1ccc(F)cc1)C3";"Ki";"'='";"1395.0";"nM";"5.86";"";"";"UO_0000065";"15.89";"0.30";"1.71";"21.99";"0";"CHEMBL620717";"Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145074";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"1395.0"
"CHEMBL2442274";"";"None";"305.13";"0";"1.93";"3e";"N=C1NC(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1";"Ki";"'='";"112.0";"nM";"6.95";"";"";"UO_0000065";"22.78";"0.53";"5.02";"8.61";"0";"CHEMBL2445942";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in Flp-In CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"112.0"
"CHEMBL340646";"";"None";"350.46";"0";"4.01";"28";"COc1ccc(OCCCN2CCc3c(c4ccccc4n3C)C2)cc1";"Ki";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"18.42";"0.34";"2.45";"24.24";"0";"CHEMBL620717";"Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145074";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"350.0"
"CHEMBL5091270";"";"None";"304.42";"0";"2.15";"5A6-39";"O=S1(=O)CCC[C@@H](CNCc2cccc3cccnc23)C1";"Ki";"'='";"705.0";"nM";"6.15";"";"";"UO_0000065";"20.21";"0.40";"4.00";"10.42";"0";"CHEMBL5049163";"Displacement of [3H]-5-CT from human 5-HT5A receptor at 1 uM incubated for 2 hr by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046284";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 1.0 microM | TIME = 2.0 hr";"ANTAGONIST";"";"705.0"
"CHEMBL435949";"";"None";"322.41";"0";"2.89";"5d";"COc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL620715";"Binding affinity to cloned human 5-hydroxytryptamine 5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10.0"
"CHEMBL99071";"";"None";"669.70";"2";"6.65";"9";"O=C(O)C(F)(F)F.O=C(c1ccc2c(c1)OCO2)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"12.06";"0.22";"0.05";"10.52";"0";"CHEMBL840224";"Binding affinity towards human 5-hydroxytryptamine receptor 5A expressed in CHO cells using the radioligand [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";"";"-6.7"
"CHEMBL186849";"";"None";"626.76";"2";"5.94";"14";"CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccn3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F";"Ki";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"14.63";"0.27";"1.56";"15.47";"0";"CHEMBL840224";"Binding affinity towards human 5-hydroxytryptamine receptor 5A expressed in CHO cells using the radioligand [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";"";"-7.5"
"CHEMBL539103";"";"None";"293.08";"0";"0.88";"table 3, R2C5";"I.NC1=Nc2cccc(F)c2CN1";"Ki";"'='";"550.0";"nM";"6.26";"";"";"UO_0000065";"37.90";"0.71";"5.38";"12.42";"0";"CHEMBL930817";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"550.0"
"CHEMBL5092524";"";"None";"311.38";"0";"1.35";"5A6-74";"CN(C)S(=O)(=O)CCNCc1ccc(F)c2cccnc12";"Ki";"'='";"271.0";"nM";"6.57";"";"";"UO_0000065";"21.09";"0.43";"5.22";"10.54";"0";"CHEMBL5049164";"Displacement of [3H]-5-CT from human 5-HT5A receptor incubated for 2 hr by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046284";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 2.0 hr";"ANTAGONIST";"";"271.0"
"CHEMBL1632158";"";"None";"441.57";"0";"3.60";"13";"COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1640608";"Binding affinity to 5HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629440";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"5.0"
"CHEMBL128993";"";"None";"237.32";"0";"3.08";"37";"Fc1ccc(OCCCN2CCCCC2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL618086";"Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145074";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"10000.0"
"CHEMBL161811";"";"None";"393.47";"0";"4.46";"9";"CCCN(CCC)[C@@H]1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2[C@@H]1C";"Ki";"'>'";"3448.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL804074";"Binding affinity was measured at cloned mammalian 5-HT1A receptor expressed in CHO-K1 cells (using [3H]8-OH-DPAT )";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150496";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"CHEMBL3307512";"";"";"";"3448.0"
"CHEMBL5087322";"";"None";"308.39";"0";"2.65";"5A-19";"Cc1cnc(NCc2ccccc2-n2ccnc2)nc1N(C)C";"Ki";"'='";"12882.5";"nM";"4.89";"";"";"UO_0000065";"15.86";"0.29";"2.24";"8.31";"0";"CHEMBL5049141";"Displacement of [3H]-5-CT from human 5-HT5A receptor at 100 uM incubated for 2 hr by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046284";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 100.0 microM | TIME = 2.0 hr";"ANTAGONIST";"";"4.89"
"CHEMBL5268604";"";"None";"299.33";"0";"4.57";"119b";"Oc1ccc2[nH]c3c(-c4c[nH]c5ccccc45)nccc3c2c1";"Ki";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"22.62";"0.40";"2.20";"10.46";"0";"CHEMBL5235597";"Binding affinity to 5-HT5AR (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"BINDING AGENT";"";"0.17"
"CHEMBL252258";"";"None";"508.56";"2";"5.06";"15";"CC(=O)N1C2C=C(CN3C4CCC3CC(NC(=O)Nc3cc(F)cc(C(F)(F)F)c3)C4)CC1CCC2";"Ki";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"10.86";"0.21";"0.46";"8.54";"0";"CHEMBL928760";"Inhibition of 5HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140788";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"3.0"
"CHEMBL429925";"";"None";"243.23";"0";"2.49";"2p";"CC1NC(NCC(F)(F)F)=Nc2ccccc21";"Ki";"'='";"488.0";"nM";"6.31";"";"";"UO_0000065";"25.95";"0.51";"3.82";"17.33";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"488.0"
"CHEMBL4209274";"";"None";"231.27";"0";"1.90";"1d";"Fc1ccc(-c2n[nH]c3c2CCNCC3)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4199358";"Displacement of [3H]LSD from human 5-HT5A receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"10000.0"
"CHEMBL4207884";"";"None";"247.73";"0";"2.42";"1g";"Clc1ccc(-c2n[nH]c3c2CCNCC3)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4199358";"Displacement of [3H]LSD from human 5-HT5A receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"10000.0"
"CHEMBL4218672";"";"None";"232.26";"0";"2.17";"2d";"Fc1ccc(-c2noc3c2CCNCC3)cc1";"Ki";"'='";"1231.0";"nM";"5.91";"";"";"UO_0000065";"25.44";"0.47";"3.74";"15.53";"0";"CHEMBL4199358";"Displacement of [3H]LSD from human 5-HT5A receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"1231.0"
"CHEMBL4576555";"T3-CLK-N";"None";"593.82";"2";"6.90";"EUB0000705";"CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)ccc4n3)cc2)CC1";"Ki";"'='";"2494.89";"nM";"5.60";"";"";"UO_0000065";"9.44";"0.17";"-1.30";"8.01";"0";"CHEMBL4880031";"GPCRScan assay: inhibition of 5-HT5A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: Flp-In CHO | PMID: 11343685/8450829 | Protein length: full-length | Radioligand conc. used [nM]: 2.0 - 3.3 | Radioligand Kd None 1.91 nM | Radioligand name: [3H]-LSD | Radioligand pKd None 8.72 None | Radioligand pKd ± SEM None 0.03 None | Reference ligand: Ergotamine | Reference ligand Ki None 24.6 nM | Reference ligand pKi None 7.61 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507307";"54";"SGC Frankfurt - Donated Chemical Probes";"";"2021";"None";"";"";"";"2494.89"
"CHEMBL199824";"";"None";"422.52";"0";"1.71";"10";"Cn1c(=O)cnn(CCCCN2CCN(c3cccc4ccc(O[11CH3])cc34)CC2)c1=O";"Ki";"'='";"228.6";"nM";"6.64";"";"";"UO_0000065";"15.68";"0.29";"4.93";"9.15";"0";"CHEMBL869440";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148600";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"228.6"
"CHEMBL3644527";"";"None";"360.75";"0";"3.25";"BDBM135782";"NC(N)=NC(=O)c1ccc2c(F)cnc(-c3c(F)cccc3Cl)c2c1";"Ki";"'='";"1.6";"nM";"8.80";"";"269276";"UO_0000065";"24.38";"0.48";"5.55";"9.32";"0";"CHEMBL3705795";"Binding Inhibition Assay: A solution of the compound to be tested and 100 μM 5-CT (5-carboxamidetriptamine) in DMSO was added to a 96-well plate at 2 μl/well, suspended in an incubation buffer, and a membrane from HEK293 cells for forced expressions of a human 5-HT5A receptor prepared at 200 ug/ml was added at 100 μl/well. After incubation at room temperature for 15 minutes, a [3H]5-CT solution (2 nM [3H]5-CT, incubation buffer) was added thereto at 100 μl/well.Separately, 100 μl of the solution was distributed into a liquid scintillation vial, and 2 ml of Aquasol II (registered trademark) was added thereto, followed by stirring. Then, radioactivity was measured by a liquid scintillation counter. It was incubated at 37C. for 60 minutes. The reaction mixture was sucked into 96-well GF/C filter plate that had been pre-treated with 0.2% polyethyleneimine, and washed six times with an ice-cooled, 50 mM Tris (pH 7.5) buffer. The GF/C filter plate was dried.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638868";"37";"BindingDB Patent Bioactivity Data";"";"2014";"CHEMBL3307715";"";"";"";"1.6"
"CHEMBL3644539";"";"None";"376.31";"0";"3.53";"BDBM135794";"NC(N)=NC(=O)c1ccc2c(C(F)F)cnc(-c3c(F)cccc3F)c2c1";"Ki";"'='";"4.6";"nM";"8.34";"";"269289";"UO_0000065";"22.16";"0.42";"4.81";"8.84";"0";"CHEMBL3705795";"Binding Inhibition Assay: A solution of the compound to be tested and 100 μM 5-CT (5-carboxamidetriptamine) in DMSO was added to a 96-well plate at 2 μl/well, suspended in an incubation buffer, and a membrane from HEK293 cells for forced expressions of a human 5-HT5A receptor prepared at 200 ug/ml was added at 100 μl/well. After incubation at room temperature for 15 minutes, a [3H]5-CT solution (2 nM [3H]5-CT, incubation buffer) was added thereto at 100 μl/well.Separately, 100 μl of the solution was distributed into a liquid scintillation vial, and 2 ml of Aquasol II (registered trademark) was added thereto, followed by stirring. Then, radioactivity was measured by a liquid scintillation counter. It was incubated at 37C. for 60 minutes. The reaction mixture was sucked into 96-well GF/C filter plate that had been pre-treated with 0.2% polyethyleneimine, and washed six times with an ice-cooled, 50 mM Tris (pH 7.5) buffer. The GF/C filter plate was dried.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638868";"37";"BindingDB Patent Bioactivity Data";"";"2014";"CHEMBL3307715";"";"";"";"4.6"
"CHEMBL1334465";"";"None";"356.38";"0";"4.53";"EUB0000439a";"Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5442181";"PDSP Secondary Binding target: HTR5A - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5442175";"55";"EUbOPEN Chemogenomic Library";"";"2024";"None";"Radioligand: [3H]-LSD";"";"";"10000.0"
"CHEMBL257744";"";"None";"289.71";"0";"2.86";"6";"COc1c(Cl)ccc2c1C(C)NC(NCC(F)F)=N2";"Ki";"'='";"22.2";"nM";"7.65";"";"";"UO_0000065";"26.42";"0.55";"4.79";"16.77";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"22.2"
"CHEMBL256047";"";"None";"294.13";"0";"3.50";"(R)-3";"C[C@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21";"Ki";"'='";"504.0";"nM";"6.30";"";"";"UO_0000065";"21.41";"0.48";"2.80";"17.29";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"504.0"
"CHEMBL3961059";"";"None";"261.75";"0";"3.74";"1a";"CNCc1ccc(Cl)c(-c2ccccc2OC)c1";"Ki";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"24.36";"0.48";"2.64";"29.99";"0";"CHEMBL5039783";"Binding affinity to 5-HT5AR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038590";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"BINDING AGENT";"";"420.0"
"CHEMBL5090884";"";"None";"354.32";"0";"4.95";"2d";"CCCCNCCc1ccc(Cl)c(-c2ccccc2OC)c1.Cl";"Ki";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"17.68";"0.35";"0.67";"26.43";"0";"CHEMBL5039783";"Binding affinity to 5-HT5AR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038590";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"BINDING AGENT";"";"2400.0"
"CHEMBL5094493";"";"None";"345.91";"1";"5.68";"2g";"CCCN(CCC)CCc1ccc(Cl)c(-c2ccccc2OC)c1";"Ki";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"16.01";"0.32";"-0.14";"44.41";"0";"CHEMBL5039783";"Binding affinity to 5-HT5AR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038590";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"BINDING AGENT";"";"2900.0"
"CHEMBL5083607";"";"None";"301.82";"0";"4.43";"3b";"COc1ccccc1-c1cc(C2CCN(C)C2)ccc1Cl";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"19.88";"0.39";"1.57";"48.12";"0";"CHEMBL5039783";"Binding affinity to 5-HT5AR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038590";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"BINDING AGENT";"";"1000.0"
"CHEMBL282424";"";"None";"310.38";"0";"3.02";"5c";"Fc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL620715";"Binding affinity to cloned human 5-hydroxytryptamine 5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10.0"
