"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1668502";"";"None";"319.41";"0";"2.59";"41";"CSc1nn2c(C)ccnc2c1S(=O)(=O)c1ccccc1";"Ki";"'='";"22.91";"nM";"7.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1670878";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP accumulation after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667859";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";"7.64"
"CHEMBL1668593";"";"None";"306.32";"0";"1.74";"15";"CNc1nn2cccnc2c1S(=O)(=O)c1ccc(F)cc1";"Ki";"'='";"11.75";"nM";"7.93";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1670878";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP accumulation after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667859";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";"7.93"
"CHEMBL6437";"MIANSERIN";"4.0";"264.37";"0";"3.08";"Mianserin";"CN1CCN2c3ccccc3Cc3ccccc3C2C1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4367998";"Displacement of [3H]LSD from human 5-HT6 receptor expressed in HEK cells incubated for 1 hr by Cheng-Prusoff analysis based microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364313";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";""
"CHEMBL4534733";"";"None";"357.48";"0";"2.19";"6b";"CN1CCN(c2cccc3c2CCN3S(=O)(=O)c2ccccc2)CC1";"Ki";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"22.62";"0.44";"5.90";"18.44";"0";"CHEMBL4479921";"Displacement of [3H]LSD from human recombinant 5-HT6 receptor expressed in CHO-K1 cells incubated for 3 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477255";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307512";"";"";"";"8.2"
"CHEMBL1566956";"TROXIPIDE";"2.0";"294.35";"0";"1.19";"TROXIPIDE";"COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL4060194";"";"None";"382.49";"0";"3.95";"6c";"CCN(CC)CC1=Cc2cn(S(=O)(=O)c3ccccc3)c3cccc(c23)O1";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"19.75";"0.38";"3.60";"14.65";"0";"CHEMBL3997504";"Displacement of [3H]-LSD from 5-HT6 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994665";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";"28.0"
"CHEMBL510139";"CITRININ";"None";"250.25";"0";"1.72";"CITRININ";"CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL476";"DACARBAZINE";"4.0";"182.19";"0";"0.07";"DACARBAZINE";"CN(C)/N=N/c1[nH]cnc1C(N)=O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL80";"NALOXONE";"4.0";"327.38";"0";"1.30";"NALOXONE";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL46";"ONDANSETRON";"4.0";"293.37";"0";"3.13";"ONDANSETRON";"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL60889";"MOSAPRIDE";"3.0";"421.90";"0";"3.09";"MOSAPRIDE";"CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL4062687";"";"None";"442.41";"0";"2.63";"5a";"CN1CCN(Cc2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1.Cl.Cl";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"22.25";"0.43";"5.59";"18.05";"0";"CHEMBL4009037";"Displacement of [3H]-LSD from recombinant human 5-HT6 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007422";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"6.0"
"CHEMBL4087957";"";"None";"383.52";"0";"2.93";"5j";"Cc1ccc(S(=O)(=O)n2cc(CN3CCN(C)CC3)c3ccccc32)cc1";"Ki";"'='";"9.6";"nM";"8.02";"";"";"UO_0000065";"20.91";"0.41";"5.09";"17.60";"0";"CHEMBL4009037";"Displacement of [3H]-LSD from recombinant human 5-HT6 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007422";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"9.6"
"CHEMBL3669665";"";"None";"446.53";"0";"4.28";"BDBM104386";"[C-]#[N+]c1cn(S(=O)(=O)c2cc(OC)c3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc12";"Ki";"'='";"1.2";"nM";"8.92";"";"222875";"UO_0000065";"19.98";"0.38";"4.64";"12.81";"0";"CHEMBL3705122";"Binding Assay: The relative affinities of the various compounds for the 5-HT6 receptor were measured in a radioligand binding assay, using a sintillation proximity assay (SPA) format.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638715";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"1.2"
"CHEMBL3669667";"";"None";"412.51";"0";"2.73";"BDBM104388";"Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)cc(OCCO)c31)C1CCC(C2)N1";"Ki";"'='";"44.0";"nM";"7.36";"";"222877";"UO_0000065";"17.83";"0.35";"4.63";"9.13";"0";"CHEMBL3705122";"Binding Assay: The relative affinities of the various compounds for the 5-HT6 receptor were measured in a radioligand binding assay, using a sintillation proximity assay (SPA) format.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638715";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"44.0"
"CHEMBL1950776";"";"None";"408.55";"0";"4.58";"BDBM104408";"Cn1c2c(c3cc(S(=O)(=O)c4csc5ccccc45)ccc31)C1CCC(C2)N1";"Ki";"'='";"0.36";"nM";"9.44";"";"222897";"UO_0000065";"23.12";"0.46";"4.86";"18.48";"1";"CHEMBL3705122";"Binding Assay: The relative affinities of the various compounds for the 5-HT6 receptor were measured in a radioligand binding assay, using a sintillation proximity assay (SPA) format.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638715";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"0.36"
"CHEMBL3664751";"";"None";"409.49";"0";"3.86";"BDBM104302";"Cn1c2c(c3cc(S(=O)(=O)n4ccc5ccc(F)cc54)ccc31)C1CCC(C2)N1";"Ki";"'='";"1.1";"nM";"8.96";"";"222913";"UO_0000065";"21.88";"0.42";"5.10";"15.99";"0";"CHEMBL3705122";"Binding Assay: The relative affinities of the various compounds for the 5-HT6 receptor were measured in a radioligand binding assay, using a sintillation proximity assay (SPA) format.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638715";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"1.1"
"CHEMBL570971";"";"None";"347.42";"0";"2.57";"6b";"CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2ncccc21";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"19.28";"0.38";"4.13";"12.14";"0";"CHEMBL1038947";"Displacement of [3H]LSD from human HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156145";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308376";"";"";"";"200.0"
"CHEMBL2165541";"";"None";"422.47";"0";"4.32";"15s";"CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2cccc(C(F)(F)F)c2)C1";"Ki";"'='";"1.92";"nM";"8.72";"";"";"UO_0000065";"20.63";"0.41";"4.40";"20.60";"0";"CHEMBL2166665";"Displacement of [3H]LSD from human cloned 5-HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"1.92"
"CHEMBL2165540";"";"None";"435.01";"0";"4.67";"15r";"CSc1ccc2c(c1)c1c(n2S(=O)(=O)c2cccc(Cl)c2)CCC(N(C)C)C1";"Ki";"'='";"2.68";"nM";"8.57";"";"";"UO_0000065";"19.70";"0.42";"3.90";"20.26";"0";"CHEMBL2166665";"Displacement of [3H]LSD from human cloned 5-HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"2.68"
"CHEMBL2165539";"";"None";"406.91";"0";"4.09";"15q";"CN(C)C1CCc2c(c3cc(F)ccc3n2S(=O)(=O)c2cccc(Cl)c2)C1";"Ki";"'='";"5.01";"nM";"8.30";"";"";"UO_0000065";"20.40";"0.42";"4.21";"19.62";"0";"CHEMBL2166665";"Displacement of [3H]LSD from human cloned 5-HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"5.01"
"CHEMBL2165519";"";"None";"354.48";"0";"3.30";"3";"CN(C)C1CCc2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2C1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"25.39";"0.49";"5.70";"21.27";"0";"CHEMBL2166663";"Displacement of [3H]LSD from human cloned 5-HT6 receptor expressed in HeLa cells after 120 mins by scintillation counter in presence of methiothepin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308376";"";"";"";"1.0"
"CHEMBL5199820";"";"None";"457.59";"0";"2.82";"19";"Nc1nc(NCCc2c[nH]c3ccccc23)nc(NCCN2CCN(c3ccccc3)CC2)n1";"Ki";"'='";"277.0";"nM";"6.56";"";"";"UO_0000065";"14.33";"0.26";"3.74";"5.91";"0";"CHEMBL5121176";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"277.0"
"CHEMBL414628";"";"None";"499.37";"0";"2.46";"39";"COc1ccc(S(=O)(=O)N2CCc3ccc(I)cc32)cc1N1CCNCC1";"Ki";"'='";"0.3162";"nM";"9.50";"";"";"UO_0000065";"19.02";"0.48";"7.04";"15.35";"1";"CHEMBL840097";"Binding affinity for human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140284";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"-9.5"
"CHEMBL193637";"";"None";"221.30";"0";"3.62";"21";"Nc1ccc(CC2C=Cc3ccccc32)cc1";"Ki";"'='";"4470.0";"nM";"5.35";"";"";"UO_0000065";"24.17";"0.43";"1.73";"20.56";"0";"CHEMBL829048";"Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";"";"";"";"4470.0"
"CHEMBL5172390";"";"None";"409.43";"0";"3.36";"6c";"O=S(=O)(c1ccccc1F)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"18.37";"0.37";"4.16";"13.84";"0";"CHEMBL5109505";"Displacement of [3H]-LSD from human 5HT6 receptor expressed in CHO cells assessed as inhibition constant incubated for 120 mins by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5107995";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 2.0 hr";"ANTAGONIST";"";"30.0"
"CHEMBL5198847";"";"None";"470.34";"0";"3.99";"6o";"O=S(=O)(c1ccccc1Br)n1cc(C(F)F)c2c(N3CCNCC3)cccc21";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"19.05";"0.44";"4.97";"16.49";"0";"CHEMBL5109505";"Displacement of [3H]-LSD from human 5HT6 receptor expressed in CHO cells assessed as inhibition constant incubated for 120 mins by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5107995";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 2.0 hr";"ANTAGONIST";"";"1.1"
"CHEMBL362628";"";"None";"423.95";"0";"3.44";"55";"CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3c(Cl)nc4sccn34)cc12";"Ki";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"20.42";"0.44";"5.22";"10.49";"1";"CHEMBL989583";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143393";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"2.2"
"CHEMBL192435";"";"None";"458.60";"0";"3.87";"38";"CC[N+](C)(CC)CCc1cn(S(=O)(=O)c2ccc(NC(C)=O)cc2)c2ccc(OC)cc12";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.39";"0.28";"2.73";"8.53";"0";"CHEMBL840097";"Binding affinity for human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140284";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"-6.6"
"CHEMBL1082763";"";"None";"342.42";"0";"2.48";"8";"CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCCC3";"Ki";"'='";"0.259";"nM";"9.59";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1118857";"Antagonist activity at human 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP release";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155448";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";"";"0.259"
"CHEMBL1084244";"";"None";"383.48";"0";"1.46";"Ro-657674";"O=S(=O)(c1ccccc1)c1cnn2c(N3CCNCC3)c3c(nc12)CCC3";"Ki";"'='";"0.85";"nM";"9.07";"";"";"UO_0000065";"23.65";"0.46";"7.61";"11.40";"0";"CHEMBL1118862";"Binding affinity to 5HT6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155448";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"0.85"
"CHEMBL1084875";"";"None";"375.46";"0";"3.56";"17r";"CC(=O)N(C)C[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21";"Ki";"'='";"1.585";"nM";"8.80";"";"";"UO_0000065";"23.44";"0.46";"5.24";"16.16";"0";"CHEMBL1118104";"Displacement of [3H]LSD form human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"8.8"
"CHEMBL151998";"";"None";"456.40";"0";"3.55";"40";"COc1ccc(S(=O)(=O)N2CCCc3c(Cl)cc(Cl)cc32)cc1N1CCNCC1";"Ki";"'='";"0.7943";"nM";"9.10";"";"";"UO_0000065";"19.94";"0.43";"5.55";"14.71";"0";"CHEMBL620784";"Binding affinity against human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"9.1"
"CHEMBL606637";"";"None";"419.55";"0";"4.76";"(R)-13q";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"21.45";"0.41";"4.24";"13.80";"0";"CHEMBL830434";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141169";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308376";"";"";"";"1.0"
"CHEMBL97637";"";"None";"444.56";"0";"4.11";"6d";"O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1ccc(-c2ccccc2)cc1";"Ki";"'='";"0.5012";"nM";"9.30";"";"";"UO_0000065";"20.92";"0.40";"5.19";"12.51";"0";"CHEMBL619951";"Binding affinity against human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134724";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"-9.3"
"CHEMBL880";"FAMCICLOVIR";"4.0";"321.34";"0";"0.54";"FAMCICLOVIR";"CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL1536";"ERGOCALCIFEROL";"4.0";"396.66";"1";"7.64";"ERGOCALCIFEROL";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
